,experiment,date,hour,device_make,platform_os,browser,yes,no
7628,exposed,2020-07-07,16,iPhone,6,Mobile Safari UI/WKWebView,0,0
4451,exposed,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,0
7586,exposed,2020-07-07,8,Nokia$2$3,6,Chrome Mobile WebView,0,0
2973,exposed,2020-07-07,3,Samsung SM-G973F,6,Samsung Internet,0,1
4448,exposed,2020-07-07,5,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
2974,control,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
3737,exposed,2020-07-07,3,LDN-L01,6,Chrome Mobile WebView,0,0
3519,control,2020-07-07,7,Samsung SM-G950F,6,Samsung Internet,0,0
2379,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
1317,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
2982,control,2020-07-07,5,Samsung SM-G975F,6,Facebook,0,0
4473,exposed,2020-07-07,9,Samsung SM-G900F,6,Samsung Internet,0,1
4325,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
4475,exposed,2020-07-07,7,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
2944,control,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
2674,exposed,2020-07-07,19,Samsung SM-G960F,6,Samsung Internet,1,0
2673,exposed,2020-07-07,9,CUBOT_X18_Plus,6,Chrome Mobile WebView,0,0
4506,exposed,2020-07-07,20,Generic Smartphone,6,Chrome Mobile,0,0
1326,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
2892,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
2895,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,1
1079,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile,0,0
4040,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
7692,exposed,2020-07-07,20,Samsung SM-G970F,6,Chrome Mobile WebView,1,0
4500,control,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
4499,control,2020-07-07,15,iPhone,5,Mobile Safari,0,0
3482,control,2020-07-07,7,Samsung SM-A202F,6,Facebook,0,0
7753,exposed,2020-07-07,17,Samsung SM-G973F,6,Facebook,0,0
4209,exposed,2020-07-07,18,Samsung SM-A515F,6,Samsung Internet,0,0
4497,exposed,2020-07-07,2,Samsung SM-J260F,6,Chrome Mobile,0,0
2383,exposed,2020-07-07,17,Samsung SM-G980F,6,Samsung Internet,0,1
789,control,2020-07-07,6,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
1323,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
929,exposed,2020-07-07,23,Generic Smartphone,6,Chrome Mobile,1,0
1006,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
2342,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
2451,control,2020-07-07,11,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
4487,exposed,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,1
4320,exposed,2020-07-07,6,iPhone,5,Mobile Safari,0,0
4198,exposed,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
4055,control,2020-07-07,15,Generic Smartphone,6,Chrome Mobile,0,0
7609,exposed,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
7587,exposed,2020-07-07,9,Samsung SM-G975F,6,Samsung Internet,0,0
4333,exposed,2020-07-07,19,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
4440,exposed,2020-07-07,18,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2305,exposed,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,0
1140,exposed,2020-07-07,14,Samsung SM-G986B,6,Facebook,0,0
3670,exposed,2020-07-07,3,Samsung SM-G977B,6,Facebook,0,0
3051,exposed,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,0
3052,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
3053,exposed,2020-07-07,9,Samsung SM-G935F,6,Facebook,0,0
2364,exposed,2020-07-07,2,Generic Smartphone,6,Chrome Mobile,0,1
3664,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
4139,control,2020-07-07,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
1136,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
958,control,2020-07-07,8,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
3653,control,2020-07-07,12,iPhone,5,Mobile Safari,0,0
3172,control,2020-07-07,0,iPhone,5,Mobile Safari,0,0
3154,control,2020-07-07,21,Generic Smartphone,6,Chrome Mobile,0,0
3149,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,1,0
2495,exposed,2020-07-07,21,Generic Smartphone,6,Chrome Mobile,0,0
4389,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
3138,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile WebView,0,1
979,exposed,2020-07-07,11,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2613,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,0
2622,exposed,2020-07-07,20,Samsung SM-J600FN,6,Samsung Internet,0,0
3607,exposed,2020-07-07,17,Samsung SM-A600FN,6,Chrome Mobile WebView,0,0
2489,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
3611,control,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,0,0
774,exposed,2020-07-07,8,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
4379,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
984,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
4509,exposed,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
3041,exposed,2020-07-07,22,Generic Smartphone,6,Chrome Mobile,0,0
993,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile,0,0
4081,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,1
4335,control,2020-07-07,2,Generic Smartphone,6,Chrome Mobile,0,0
2348,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
4186,control,2020-07-07,5,Generic Smartphone,6,Chrome Mobile,0,0
2471,exposed,2020-07-07,11,iPhone,5,Mobile Safari,0,0
2376,control,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,0
850,exposed,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,0
3528,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,1,0
7634,exposed,2020-07-07,13,Samsung SM-A202F,6,Chrome Mobile WebView,1,0
4431,control,2020-07-07,20,Samsung SM-A405FN,6,Samsung Internet,0,0
3206,control,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
3006,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,0
1108,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,0,0
2592,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,1,0
3700,control,2020-07-07,5,Generic Smartphone,6,Chrome Mobile,0,1
2371,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
4180,exposed,2020-07-07,17,iPhone,5,Mobile Safari,0,0
3021,control,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,0,0
949,control,2020-07-07,20,Generic Smartphone,6,Chrome Mobile,0,0
950,exposed,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0,0
7591,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile,0,0
3689,exposed,2020-07-07,7,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
4178,exposed,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0,0
1104,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
1143,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
3677,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,0,0
4099,exposed,2020-07-07,5,Generic Smartphone,6,Chrome Mobile,0,0
2439,exposed,2020-07-07,4,Generic Smartphone,6,Chrome Mobile WebView,0,0
3764,exposed,2020-07-07,8,Samsung SM-G935U,6,Samsung Internet,0,0
3424,exposed,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
2325,exposed,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
1047,exposed,2020-07-07,20,Samsung SM-A405FN,6,Chrome Mobile WebView,1,0
4552,control,2020-07-07,18,Samsung SM-G960F,6,Facebook,0,0
3992,exposed,2020-07-07,9,Samsung SM-G973F,6,Samsung Internet,0,0
1216,exposed,2020-07-07,9,Samsung SM-G960F,6,Samsung Internet,0,0
1049,control,2020-07-07,14,Samsung SM-J330FN,6,Samsung Internet,0,0
4513,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
2254,exposed,2020-07-07,12,iPhone,5,Mobile Safari UI/WKWebView,0,0
7810,control,2020-07-07,13,Samsung SM-G935F,6,Samsung Internet,0,0
2791,control,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0,1
4274,exposed,2020-07-07,7,OnePlus ONEPLUS A6013,6,Chrome Mobile WebView,0,0
7795,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
2256,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,1,0
1050,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
7697,exposed,2020-07-07,19,OnePlus ONEPLUS A6013,6,Chrome Mobile WebView,0,0
797,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile WebView,0,1
4233,exposed,2020-07-07,2,Samsung SM-A750FN,6,Samsung Internet,0,0
3877,exposed,2020-07-07,22,Generic Smartphone,6,Chrome Mobile,1,0
7961,exposed,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,0
3861,control,2020-07-07,2,Samsung SM-G988B,6,Facebook,0,0
7924,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,0
2422,exposed,2020-07-07,20,Samsung SM-G935F,6,Samsung Internet,0,0
3855,control,2020-07-07,22,POT-LX1,6,Facebook,0,0
4228,control,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
893,control,2020-07-07,16,POT-LX1,6,Facebook,0,1
3985,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,0
2326,exposed,2020-07-07,15,Generic Smartphone,6,Chrome Mobile,0,0
3371,exposed,2020-07-07,6,iPhone,5,Chrome Mobile iOS,0,0
1243,exposed,2020-07-07,2,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
3965,exposed,2020-07-07,9,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2725,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
1040,exposed,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
2242,exposed,2020-07-07,21,Generic Smartphone,6,Chrome Mobile,0,0
3939,control,2020-07-07,15,XiaoMi Redmi 6A,6,Chrome Mobile,0,0
3938,control,2020-07-07,16,iPhone,5,Mobile Safari UI/WKWebView,0,0
1035,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,0
3934,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
3930,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
2732,exposed,2020-07-07,0,Moto $2,6,Chrome Mobile WebView,0,1
872,exposed,2020-07-07,17,Samsung SM-A705FN,6,Chrome Mobile WebView,0,0
2737,control,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0,0
2539,exposed,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
3982,control,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,1
2548,exposed,2020-07-07,5,Samsung SM-J600FN,6,Facebook,0,0
2714,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
7706,exposed,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
4568,control,2020-07-07,8,Samsung SM-G930F,6,Facebook,0,0
4567,exposed,2020-07-07,16,Samsung SM-N976B,6,Samsung Internet,0,0
3921,control,2020-07-07,5,iPhone,5,Mobile Safari,0,0
3919,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,0,0
4563,exposed,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0,0
4562,control,2020-07-07,10,Nokia$2$3,6,Chrome Mobile WebView,0,0
3411,exposed,2020-07-07,4,Samsung SM-A505FN,6,Samsung Internet,0,0
3326,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,0,0
3847,exposed,2020-07-07,11,OnePlus ONEPLUS A6003,6,Chrome Mobile WebView,0,0
7789,exposed,2020-07-07,0,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
817,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
4527,exposed,2020-07-07,13,Samsung SM-G970F,6,Samsung Internet,0,0
908,exposed,2020-07-07,15,Generic Smartphone,6,Chrome Mobile,0,0
7713,exposed,2020-07-07,9,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
4218,exposed,2020-07-07,12,Generic Smartphone,6,Chrome Mobile,0,0
3464,exposed,2020-07-07,10,Samsung SM-G800F,6,Chrome Mobile WebView,0,0
1192,exposed,2020-07-07,2,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
3456,control,2020-07-07,4,Samsung SM-G930F,6,Facebook,0,0
3819,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
4031,exposed,2020-07-07,14,Samsung SM-G960F,6,Samsung Internet,0,1
1328,control,2020-07-07,20,Samsung SM-A105FN,6,Samsung Internet,0,0
3844,control,2020-07-07,1,Samsung GT-I9195I,6,Chrome Mobile,0,0
3291,control,2020-07-07,8,iPhone,5,Mobile Safari,0,0
4225,control,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
7959,control,2020-07-07,16,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2528,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
2433,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
6314,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1855,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6101,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
7401,exposed,2020-07-08,10,Samsung SM-J530F,6,Samsung Internet,0,0
986,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
3568,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
321,control,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
3480,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
1835,exposed,2020-07-08,16,Samsung SM-A105FN,6,Chrome Mobile WebView,0,1
6107,control,2020-07-08,18,Samsung SM-A530F,6,Samsung Internet,0,0
6109,control,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
2500,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
1304,control,2020-07-08,19,XiaoMi Redmi 8,6,Chrome Mobile,0,0
990,exposed,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
6246,exposed,2020-07-08,10,Samsung SM-G930F,6,Samsung Internet,0,0
6119,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
1827,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
6247,exposed,2020-07-08,19,Samsung SM-A600FN,6,Chrome Mobile WebView,0,0
1816,control,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
3542,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3489,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6126,exposed,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,0,0
3541,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3459,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
286,control,2020-07-08,6,Samsung SM-G930F,6,Facebook,0,0
6321,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1034,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
6229,exposed,2020-07-08,21,YAL-L21,6,Chrome Mobile WebView,0,0
1036,control,2020-07-08,22,Samsung SM-G955F,6,Samsung Internet,0,0
6051,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
6055,control,2020-07-08,18,Samsung SM-G973F,6,Samsung Internet,0,0
3404,exposed,2020-07-08,20,VFD 700,6,Chrome Mobile WebView,1,0
7408,control,2020-07-08,9,Samsung SM-G770F,6,Samsung Internet,0,0
3472,exposed,2020-07-08,20,ANE-LX1,6,Chrome Mobile WebView,0,0
975,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3603,control,2020-07-08,22,Samsung SM-N960F,6,Facebook,0,0
976,exposed,2020-07-08,7,Samsung SM-A920F,6,Samsung Internet,0,1
3600,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3599,exposed,2020-07-08,15,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
3588,exposed,2020-07-08,8,Generic Smartphone,6,Chrome Mobile,0,1
1866,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
1819,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
6074,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
255,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
279,control,2020-07-08,18,OnePlus ONEPLUS A5000,6,Chrome Mobile WebView,0,0
2521,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,1
1863,exposed,2020-07-08,18,Samsung SM-G955F,6,Samsung Internet,0,0
6082,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
7405,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
983,control,2020-07-08,2,Samsung SM-G981B,6,Samsung Internet,0,0
3474,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
1510,exposed,2020-07-08,8,Generic Smartphone,6,Chrome Mobile,0,0
6091,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
6092,control,2020-07-08,19,Samsung SM-A715F,6,Facebook,0,0
282,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
6312,control,2020-07-08,11,Generic Smartphone,6,Chrome Mobile,0,0
2499,control,2020-07-08,11,iPhone,5,Chrome Mobile iOS,0,0
6075,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
6310,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,1
3491,exposed,2020-07-08,18,Samsung SM-G935F,6,Facebook,0,0
6129,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
1840,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
3520,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
973,exposed,2020-07-08,17,iPhone,5,Mobile Safari,0,0
6289,exposed,2020-07-08,20,Samsung SM-J320FN,6,Samsung Internet,1,0
1294,control,2020-07-08,18,Samsung SM-G973F,6,Facebook,0,0
291,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
260,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
261,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
292,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
2532,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
6281,exposed,2020-07-08,22,iPhone,5,Mobile Safari UI/WKWebView,0,0
1810,exposed,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,0
7966,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
2529,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7376,exposed,2020-07-08,12,iPhone,5,Mobile Safari UI/WKWebView,0,0
1025,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
7377,exposed,2020-07-08,18,iPhone,5,Mobile Safari,0,0
3507,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
6173,exposed,2020-07-08,18,F3311,6,Chrome Mobile WebView,0,0
6265,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
297,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3443,control,2020-07-08,19,iPhone,5,Mobile Safari,0,0
6181,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
7374,control,2020-07-08,9,iPhone,5,Mobile Safari,0,0
2513,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
6184,exposed,2020-07-08,15,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2527,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6170,exposed,2020-07-08,18,Samsung SM-G988B,6,Samsung Internet,0,0
1508,exposed,2020-07-08,17,HUAWEI $2,6,Chrome Mobile WebView,0,0
6166,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
301,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1,0
3442,exposed,2020-07-08,14,Samsung SM-A105FN,6,Samsung Internet,0,0
3455,exposed,2020-07-08,14,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1841,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile WebView,0,1
6190,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
6202,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
995,control,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
6134,exposed,2020-07-08,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
6300,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6302,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
6303,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
6200,control,2020-07-08,11,Generic Smartphone,6,Chrome Mobile,0,0
1807,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
6133,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
1847,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
6131,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7963,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
6251,exposed,2020-07-08,19,BKL-L09,6,Chrome Mobile WebView,0,0
6130,exposed,2020-07-08,18,I3312,6,Chrome Mobile WebView,0,0
3492,exposed,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,1,0
1848,control,2020-07-08,18,iPhone,5,Mobile Safari,0,0
997,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
6199,exposed,2020-07-08,19,Samsung SM-A515F,6,Samsung Internet,0,0
6254,control,2020-07-08,2,Samsung SM-J415FN,6,Samsung Internet,0,0
6151,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
6291,control,2020-07-08,21,Samsung SM-A202F,6,Samsung Internet,0,0
3498,control,2020-07-08,20,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1832,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
3523,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3534,control,2020-07-08,13,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
7687,control,2020-07-08,20,Samsung SM-A320FL,6,Samsung Internet,0,0
1029,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
6146,exposed,2020-07-08,14,moto e5 play,6,Chrome Mobile,0,0
6296,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3419,exposed,2020-07-08,20,VFD 610,6,Chrome Mobile WebView,0,0
3532,control,2020-07-08,18,Samsung SM-G977B,6,Facebook,0,1
6299,exposed,2020-07-08,20,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
3494,exposed,2020-07-08,16,Samsung SM-A202F,6,Samsung Internet,0,0
6231,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
5959,control,2020-07-08,16,Samsung SM-G975F,6,Samsung Internet,0,0
6048,exposed,2020-07-08,19,iPhone,5,Mobile Safari,0,0
2436,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
5735,exposed,2020-07-08,20,EML-L09,6,Chrome Mobile WebView,0,0
2434,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
7450,control,2020-07-08,4,EML-L09,6,Facebook,0,0
5731,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
7980,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5727,control,2020-07-08,13,Samsung SM-G973F,6,Samsung Internet,0,0
410,control,2020-07-08,7,Generic Smartphone,6,Facebook,0,0
5724,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
911,exposed,2020-07-08,18,Samsung SM-G900F,6,Samsung Internet,0,0
3835,exposed,2020-07-08,22,Nokia$2$3,6,Chrome Mobile WebView,0,0
5719,control,2020-07-08,17,Samsung SM-G975F,6,Facebook,0,0
3839,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
1962,exposed,2020-07-08,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
414,exposed,2020-07-08,10,MRD-LX1,6,Chrome Mobile WebView,0,0
1963,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
5705,control,2020-07-08,14,Samsung SM-A202F,6,Chrome Mobile WebView,0,1
5704,control,2020-07-08,16,Samsung SM-G973F,6,Samsung Internet,0,0
5702,exposed,2020-07-08,15,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2428,control,2020-07-08,21,Samsung SM-A405FN,6,Facebook,1,0
5697,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
407,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
3817,control,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
5744,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2437,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3771,control,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
3772,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3775,control,2020-07-08,9,Samsung SM-G960F,6,Samsung Internet,0,0
5791,control,2020-07-08,14,CLT-L09,6,Facebook,0,0
5787,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
3781,exposed,2020-07-08,5,Samsung SM-N975F,6,Chrome Mobile WebView,0,0
1324,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
5780,exposed,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,0,0
5778,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
2446,exposed,2020-07-08,21,Samsung SM-G975F,6,Facebook,0,0
7981,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5774,exposed,2020-07-08,19,OnePlus ONEPLUS A5000,6,Chrome Mobile WebView,0,0
3793,control,2020-07-08,14,OnePlus ONEPLUS A6013,6,Facebook,0,0
5765,exposed,2020-07-08,7,iPhone,5,Mobile Safari,0,0
2443,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
3799,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
920,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
